label,city,latitude,longitude,gnss_accuracy_mean,gnss_accuracy_delta,gnss_lost_ratio,pressure_hpa,pressure_delta,pressure_variance,altitude_delta,magnetic_field_mean,magnetic_field_delta,magnetic_variance,window_duration_s
above,Arouca,40.92955,-8.24842,48.56256,76.20138,0.0,1004.57481,1.06607,0.24492,14.08548,29.63541,-5.55638,209.93992,108.77239
street_level,Arouca,40.93093,-8.24725,10.65109,6.89813,0.00025,998.78853,-0.3853,0.0,-4.30206,25.49724,1.32591,0.0,3.0
street_level,Maia,41.20364,-8.55883,14.52942,7.98356,0.0,1004.47967,0.09998,0.0,7.44031,29.84289,-1.73369,22.77411,92.5578
street_level,Vila nova de Gaia,41.12675,-8.60556,5.06771,14.08094,0.01247,1004.41519,0.57928,0.0,5.69416,52.33216,4.27818,0.0,74.28057
above,Arouca,40.93128,-8.24664,31.93984,71.41628,0.0,1004.97953,1.80467,0.28025,14.17596,35.98857,-6.51929,0.0,107.63258
street_level,Espinho,41.0039,-8.64004,9.62556,2.21446,0.00704,1000.10912,0.42817,0.01416,-2.43008,62.74689,2.62779,5.29521,30.79648
underground,Vila nova de Gaia,41.12125,-8.61479,39.93286,12.98367,0.1116,1007.2791,-0.4402,0.0,-2.58187,48.042,-68.53597,335.32542,73.72542
above,Matosinhos,41.17733,-8.68214,44.63031,82.35183,0.0,1002.98354,0.83958,0.34885,13.44736,37.73073,-19.42752,80.921,31.71951
above,Maia,41.20356,-8.5591,46.30877,81.21387,0.0025,1003.40352,1.28837,0.39216,13.69125,32.45318,-12.57456,111.94684,63.68143
street_level,Arouca,40.93032,-8.24857,14.21228,0.0,0.0,1011.26625,-0.28721,0.0,0.23963,46.03424,-3.88099,26.41017,3.0
street_level,Arouca,40.93182,-8.24709,11.24076,0.0,0.00604,1007.01339,-0.1722,0.0,1.04346,48.67203,5.28974,0.0,3.0
street_level,Arouca,40.931,-8.24544,13.11972,0.0,0.01988,1007.2193,0.00878,0.0,0.94997,47.74214,-0.09564,0.0,32.56627
street_level,Porto,41.14233,-8.61756,8.45339,0.95378,0.0,997.94185,-0.30245,0.0,-0.32499,47.3189,3.20083,0.0,11.63523
street_level,Maia,41.20241,-8.55853,10.84788,0.9855,0.0,1001.08584,-0.18934,0.0,1.25091,12.09067,1.6481,0.0,18.95844
underground,Arouca,40.9311,-8.24702,41.28455,82.72216,0.2598,1003.26694,-0.50634,0.17807,-4.75926,27.64617,-45.95885,0.0,87.5248
street_level,Espinho,41.01165,-8.64402,5.93512,0.0,0.0,995.61657,0.00077,0.00441,-1.12433,68.51413,0.07642,0.0,3.0
underground,Matosinhos,41.17597,-8.68848,46.82767,36.88492,0.01725,1003.46035,-0.65997,0.05116,-5.27386,28.01685,76.75926,262.45728,157.09842
underground,Oeiras,38.71408,-9.24373,38.05939,30.3436,0.36192,1001.97073,-0.50412,0.03088,-5.74158,31.01502,63.71437,169.2938,129.46311
street_level,Porto,41.1689,-8.63613,9.99108,0.04535,0.0,1009.71244,0.7382,0.00404,5.73786,35.30337,-0.8025,0.0,85.0354
above,Oeiras,38.72789,-9.23566,68.83212,85.08069,0.0,1005.54984,0.74377,0.12349,5.07903,53.98087,-1.81731,299.97908,117.49508
underground,Matosinhos,41.17728,-8.68102,49.39761,55.85492,0.18321,1006.44744,-0.33444,0.07216,-3.58295,48.34926,-12.64593,354.14037,15.37712
underground,Espinho,41.00543,-8.64214,41.2783,35.97314,0.20875,1001.13024,-0.64887,0.21196,-4.96548,17.96529,23.1775,147.43553,74.48614
underground,Vila nova de Gaia,41.13235,-8.60712,55.59454,51.80306,0.15495,1002.62444,-0.52747,0.10442,-4.69177,30.48878,11.70859,0.0,81.40954
underground,Porto,41.1541,-8.59829,47.62808,42.25101,0.07213,1004.16525,-0.55939,0.193,-3.69158,32.54387,-15.25946,167.5931,122.59396
underground,Oeiras,38.69976,-9.27484,19.6745,16.67989,0.22309,1004.02301,-0.49502,0.15688,-5.2202,37.8331,33.90492,235.9529,115.15129
street_level,Maia,41.20302,-8.55908,16.01035,7.39136,0.02523,1006.77194,0.07231,0.01643,-0.46039,24.19511,-5.42754,0.0,3.0
street_level,Matosinhos,41.1752,-8.68692,14.78277,3.35007,0.0,997.0342,-0.15485,0.00058,-0.06036,15.26066,10.24019,1.10073,4.82472
street_level,Espinho,41.00955,-8.64144,17.05132,0.0,0.00994,1017.2134,0.14161,0.0,0.45208,24.47754,1.11842,0.0,6.69275
underground,Arouca,40.92904,-8.24802,39.31617,98.145,0.17295,1004.48265,-0.48546,0.11442,-4.08798,27.79375,10.77871,197.46531,109.11638
underground,Porto,41.14637,-8.58369,51.06219,29.82483,0.25983,1003.17006,-0.5116,0.08986,-4.856,39.692,23.23348,189.57837,126.36391
underground,Maia,41.203,-8.55767,36.11546,66.737,0.0,1007.45153,-0.26839,0.0,-3.81999,31.632,-46.71672,350.78458,106.33061
underground,Maia,41.20237,-8.55951,24.58869,70.41377,0.28885,1003.1257,-0.53,0.16484,-3.38256,22.19512,17.22826,46.17337,42.88952
street_level,Matosinhos,41.17675,-8.6853,10.0312,0.0,0.0,1004.63775,-0.45405,0.00106,-4.63303,19.23078,4.90323,0.0,3.0
underground,Porto,41.16392,-8.6172,26.76287,98.32442,0.02592,1007.50929,-0.44255,0.05431,-3.25075,38.75655,-1.95277,309.97538,64.0935
street_level,Oeiras,38.70535,-9.2385,13.20181,0.0,0.0,995.80452,0.2876,0.0,-1.06739,54.32058,-2.12077,14.50047,32.40622
street_level,Porto,41.15296,-8.67424,6.08128,7.87286,0.0,1001.02286,0.34695,0.0084,6.52449,27.27649,2.45392,10.16158,53.3766
street_level,Maia,41.20207,-8.55768,18.60591,6.38041,0.0,1003.50522,0.09939,0.0,2.28044,35.16153,2.94789,0.0,25.93373
street_level,Oeiras,38.70002,-9.22873,9.46347,3.89338,0.0,1005.06126,0.43806,0.0,5.64919,44.14963,-1.70168,0.0,62.53543
street_level,Oeiras,38.71322,-9.23432,10.88175,0.0,0.00845,997.4133,-0.50468,0.0,-0.16956,55.79603,2.16204,13.56871,3.0
street_level,Vila nova de Gaia,41.12916,-8.60591,9.46,7.26534,0.0,1001.56225,-0.11997,0.0,5.63115,40.6975,0.80957,4.80707,16.76493
above,Porto,41.15209,-8.60591,62.35501,91.61796,0.0,1006.02023,0.63456,0.15073,3.78192,45.36543,0.00456,275.32384,76.55447
above,Arouca,40.92919,-8.24678,40.17993,76.74573,0.00121,1004.33091,1.43482,0.1168,6.56497,17.4716,1.73801,250.18163,12.14987
street_level,Maia,41.20345,-8.5594,14.66314,0.0,0.0,995.95674,0.286,0.01281,-1.1616,35.99933,-3.54987,28.89282,20.70482
underground,Arouca,40.93054,-8.24358,29.99607,112.81496,0.26838,1003.59546,-0.54346,0.14237,-5.24148,33.84745,6.56147,0.0,104.31172
street_level,Maia,41.20387,-8.55874,12.97573,0.0,0.03306,1002.72398,0.31351,0.02136,1.52039,33.99127,1.71174,0.0,3.0
above,Arouca,40.92931,-8.24861,63.57409,89.18977,0.0,1006.2017,0.90152,0.0627,7.08982,51.58689,21.54571,97.75468,85.03184
street_level,Vila nova de Gaia,41.1291,-8.606,12.64487,0.0,0.0,994.83922,-0.29246,0.00518,-2.54525,62.19185,-2.12655,0.0,3.0
underground,Matosinhos,41.17612,-8.6823,30.39149,124.93108,0.42236,1005.1193,-0.53355,0.20041,-6.14191,15.69822,-31.42045,0.0,51.5629
underground,Espinho,41.00938,-8.63932,32.84155,105.12393,0.40976,1002.94856,-0.57475,0.29,-6.16581,33.864,25.14455,51.26503,107.44527
underground,Arouca,40.93118,-8.24757,15.75905,32.10073,0.14977,1003.91917,-0.30998,0.08535,-2.67084,45.40379,-4.87491,171.96919,79.23489
street_level,Vila nova de Gaia,41.13243,-8.61385,9.97677,2.40169,0.01793,999.7615,-0.43703,0.0,-4.07286,61.36165,2.63949,15.81195,16.15136
above,Matosinhos,41.16802,-8.68792,70.50694,89.57811,0.00169,1006.84334,0.31289,0.05053,1.63495,38.09871,13.2162,287.05685,158.32183
above,Espinho,41.01142,-8.64291,40.74621,78.56458,0.0,1004.55967,1.17231,0.27279,14.32145,26.10398,-22.39991,98.13152,28.94607
street_level,Porto,41.17706,-8.60712,10.60613,6.46449,0.02598,1002.22473,0.3355,0.0065,5.58906,37.57134,3.90362,2.58224,69.13758
street_level,Espinho,41.00655,-8.64294,5.43803,0.0,7e-05,1001.36939,-0.54849,0.0,2.03448,17.742,-0.44668,0.0,13.90282
street_level,Porto,41.15147,-8.61542,12.59855,1.96655,0.02807,1006.07366,-0.00724,0.00993,0.21777,42.08985,-5.49567,17.46032,3.0
underground,Maia,41.20219,-8.55859,31.54352,88.50516,0.2102,1001.4539,-0.40315,0.1247,-5.838,28.20157,-18.12296,118.9354,160.46157
street_level,Vila nova de Gaia,41.1334,-8.60929,5.14642,11.54693,0.0,1000.64204,-0.41812,0.0,-2.42368,29.7768,2.52104,0.0,3.0
street_level,Porto,41.16368,-8.61853,15.37358,2.79862,0.01658,1010.59305,0.08419,0.00776,1.36812,46.38761,-7.31946,0.0,3.0
street_level,Oeiras,38.68492,-9.32338,11.63551,0.0,0.0036,1002.4448,0.17386,0.00861,1.79823,35.35733,-1.53532,0.0,3.0
above,Vila nova de Gaia,41.12956,-8.61892,48.31326,86.59781,0.0,1004.3488,0.37486,0.03297,7.37871,37.832,11.88041,122.22043,91.86477
underground,Vila nova de Gaia,41.12683,-8.6067,49.8716,30.14906,0.36958,1002.74557,-0.60698,0.2341,-4.2183,38.62528,2.36709,161.01141,83.22969
street_level,Maia,41.20216,-8.55857,11.52284,0.0,0.02479,996.76085,-0.27916,0.00917,1.7674,30.65935,7.33617,1.47396,3.49235
street_level,Maia,41.20322,-8.55937,16.32811,0.0,0.0,997.26363,-0.21319,0.0,0.76371,27.40467,-6.43951,0.0,8.9014
street_level,Vila nova de Gaia,41.12736,-8.62387,2.50847,5.00266,0.0,999.42407,0.65024,0.00856,5.19982,31.14603,-2.09602,0.0,43.25331
street_level,Vila nova de Gaia,41.12051,-8.61013,14.14386,0.0,0.00527,1008.08098,-0.38532,0.0,3.44404,40.08914,1.87953,0.0,3.0
street_level,Espinho,41.00671,-8.63969,1.0,0.0,0.04256,1001.99201,-0.16167,0.0,1.41065,37.19611,-2.71679,6.69434,41.35429
above,Porto,41.15036,-8.5835,29.41213,77.58707,0.00509,1004.94238,1.09472,0.12053,14.16902,13.34827,-2.96793,0.0,30.08761
underground,Matosinhos,41.1677,-8.68795,57.27419,35.45263,0.1614,1001.58116,-0.39305,0.17998,-4.86874,21.99714,19.0532,87.02989,187.85911
street_level,Vila nova de Gaia,41.13298,-8.61274,8.42236,3.37616,0.0,1001.22407,0.25539,0.02253,1.70642,58.63258,-4.31801,0.0,3.0
street_level,Espinho,41.0097,-8.6442,7.48266,0.0,0.0,998.82202,-0.10306,0.0,-3.63926,23.17897,2.16825,0.0,3.0
street_level,Maia,41.20217,-8.5594,13.43218,0.0,0.00928,997.37312,-0.26364,0.01166,0.1003,21.01773,3.03726,5.75272,3.0
street_level,Maia,41.20213,-8.55852,13.25776,0.0,0.0,1006.12661,0.1407,0.0259,1.07921,30.15193,5.22959,0.0,16.67603
above,Porto,41.15559,-8.62962,40.85657,90.78983,0.0,1004.51076,1.58275,0.12121,13.05861,18.57242,-14.05826,98.313,73.31227
street_level,Maia,41.20273,-8.55781,18.02399,3.91828,0.0,1000.27962,0.20502,0.01998,0.54528,21.57748,1.50265,11.22231,8.90203
street_level,Espinho,41.00735,-8.64327,11.16669,1.87384,0.0,1000.32389,-0.56988,0.0,-3.00315,26.16591,-5.758,0.0,3.0
street_level,Oeiras,38.68754,-9.31766,7.9964,3.83833,0.0,1003.03975,-0.12218,0.02659,4.59433,57.60415,1.58918,20.00649,3.0
street_level,Maia,41.20206,-8.55762,6.0649,21.19942,0.02102,1010.49707,0.41528,0.0,4.62336,61.33534,-0.1839,18.44922,38.63355
street_level,Arouca,40.92922,-8.24729,11.06509,1.86642,0.0,996.77687,0.15113,0.00925,0.22112,56.07949,0.05321,4.52549,21.32391
street_level,Matosinhos,41.17481,-8.68097,10.08841,0.0,0.02176,1000.68738,0.00645,0.0,-0.94004,39.35225,-3.51491,10.27292,3.0
street_level,Arouca,40.93188,-8.24695,12.57791,2.11755,0.04195,1002.15464,0.09368,0.00077,-0.06494,36.39239,-6.2906,49.03772,22.09259
street_level,Arouca,40.93176,-8.24302,15.95308,12.86291,0.00414,997.56488,-0.15755,0.00778,-4.29997,17.60804,8.48616,0.0,3.0
street_level,Oeiras,38.70955,-9.2234,22.12127,4.9271,0.0,1006.99167,-0.12266,0.0,-0.16896,37.78638,-10.59278,0.0,5.23565
street_level,Oeiras,38.68568,-9.32175,4.2602,12.62724,0.00331,1005.29443,0.75031,0.0,1.91698,45.72483,2.90527,0.0,71.32771
street_level,Oeiras,38.71458,-9.23737,7.34595,0.0,0.0,1000.92423,-0.19069,0.0096,2.81578,52.89856,-3.22804,0.0,12.95041
underground,Arouca,40.93018,-8.24541,62.73983,27.47206,0.13852,1003.11315,-0.5348,0.0,-4.63766,13.72944,41.49957,0.0,86.05675
street_level,Vila nova de Gaia,41.11733,-8.61051,7.46249,0.0,0.0,997.80114,-0.39028,0.0,1.48677,48.96337,0.15513,0.0,11.81189
underground,Oeiras,38.70149,-9.22823,31.32462,31.26128,0.26539,1003.94195,-0.66738,0.1228,-4.74612,40.50862,8.80139,90.39029,165.41864
underground,Oeiras,38.69782,-9.30102,29.33945,50.57192,0.01942,1005.77367,-0.34807,0.0248,-4.98767,48.13372,-25.11547,328.63298,3.0
underground,Matosinhos,41.17562,-8.68307,40.29024,46.52671,0.1901,1006.08355,-0.39769,0.0,-4.55389,47.07288,-107.07249,196.54259,52.31005
street_level,Arouca,40.93089,-8.24714,12.79694,0.9852,0.0,1010.12392,0.76563,0.0,1.24895,47.26271,-5.68234,0.0,44.63035
street_level,Vila nova de Gaia,41.12376,-8.61211,7.16193,8.44003,0.0,1001.58056,0.47991,0.0,5.47042,42.19527,4.10395,0.0,51.59964
underground,Vila nova de Gaia,41.11726,-8.60955,32.10396,49.56565,0.48302,1004.93727,-0.75596,0.33354,-5.09774,18.09538,13.43093,0.0,27.93357
street_level,Arouca,40.92972,-8.24712,15.29788,3.04672,0.0,1005.29409,0.56892,0.0,-2.33983,43.84656,-2.19467,5.60293,3.0
street_level,Maia,41.20318,-8.55927,10.74266,2.60441,0.00884,996.87155,0.03577,0.0,-0.37657,29.46994,-4.8934,0.0,59.15269
underground,Arouca,40.92934,-8.24871,30.20382,52.47683,0.0,1006.64754,-0.34216,0.0,-3.51315,46.10683,-72.61621,391.44588,54.4892
street_level,Arouca,40.93066,-8.24469,13.32471,4.35293,0.005,1003.11782,-0.28852,0.0,2.39051,25.07117,3.10367,20.18532,24.09343
street_level,Arouca,40.9304,-8.24389,13.73636,7.88593,0.00128,996.37498,-0.11296,0.0,0.60209,19.74476,3.79881,14.45912,3.0
underground,Espinho,41.00791,-8.644,51.45352,14.28283,0.20973,1004.25604,-0.65189,0.15806,-5.19269,38.48573,43.77996,29.61363,125.47809
street_level,Arouca,40.93076,-8.24781,18.82865,9.43611,0.0,1002.41764,-0.07392,0.0,0.4842,26.87857,-9.39324,3.84804,3.0
underground,Matosinhos,41.17517,-8.68098,32.01415,60.06607,0.17937,1007.35277,-0.34356,0.00064,-4.05186,40.54711,-36.86641,458.16503,111.82982
underground,Espinho,41.00533,-8.64385,37.43501,32.36916,0.14474,1001.79588,-0.7202,0.13667,-4.57692,36.44114,-10.40657,72.65781,114.19864
street_level,Arouca,40.92955,-8.24755,2.14878,6.17619,0.0,1006.67311,0.44348,0.0,7.80418,22.83987,-4.02838,0.0,90.96803
street_level,Espinho,41.00851,-8.64389,9.67753,0.0,0.00529,999.24049,0.01503,0.00943,1.56013,12.00499,4.77744,0.0,3.0
underground,Vila nova de Gaia,41.12419,-8.61573,41.88145,103.83568,0.11072,1003.39733,-0.53911,0.16637,-6.30687,31.75804,14.61184,45.46306,63.91429
underground,Arouca,40.92925,-8.24711,23.69862,132.11122,0.2882,1005.80216,-0.39407,0.13552,-5.5948,10.72823,12.91403,105.60283,134.49121
street_level,Espinho,41.01173,-8.64148,15.40157,0.0,0.0,994.75,-0.24959,0.02088,-3.47307,38.5777,8.09467,6.59942,3.0
above,Vila nova de Gaia,41.11404,-8.61288,41.16483,80.51161,0.02272,1002.92803,0.92834,0.22519,8.3261,37.33792,-9.13907,37.31873,9.99318
street_level,Porto,41.16298,-8.65098,15.32717,6.4771,0.01911,1009.57259,0.38411,0.00512,9.81444,40.74084,8.03089,0.0,102.97381
street_level,Maia,41.20192,-8.55786,14.33548,0.0,0.0,1008.68839,-0.12996,0.0,-2.12492,52.45789,-1.33976,2.48,3.0
underground,Maia,41.20334,-8.55915,41.06954,37.04774,0.0,1007.46845,-0.39986,0.05782,-3.41048,42.13336,-30.67412,355.84993,6.85267
street_level,Maia,41.20212,-8.55862,11.54671,4.69661,0.01686,1000.66654,0.07701,0.00064,3.65987,50.12776,0.63455,0.0,3.0
above,Matosinhos,41.17373,-8.68363,57.7442,89.53239,0.00259,1004.94495,1.41779,0.25479,13.29982,33.62925,1.72268,0.0,31.11525
street_level,Espinho,41.01169,-8.63967,5.46652,2.02896,0.00289,1002.96059,0.57683,0.0,2.50099,53.12858,1.27633,0.0,66.14894
underground,Vila nova de Gaia,41.12786,-8.61685,36.16115,23.77132,0.18475,1004.39746,-0.6584,0.17674,-4.0126,39.97441,4.0091,174.1663,81.48953
underground,Matosinhos,41.17655,-8.69113,66.99073,49.94199,0.38574,1004.23127,-0.59133,0.09211,-5.50176,26.32194,-22.02391,120.83358,122.14469
street_level,Espinho,41.0107,-8.64146,12.5632,0.0,0.00436,1007.79258,-0.00753,0.03034,-0.51337,43.35684,-0.45294,0.73525,11.24262
above,Porto,41.14944,-8.67566,40.54399,87.67729,0.0,1003.56454,1.34301,0.34123,9.77851,27.52025,-3.13517,73.67047,8.11064
street_level,Porto,41.14381,-8.60847,13.94281,0.0,0.0,1006.96826,-0.30589,0.01056,-3.06161,32.28086,-4.06232,22.00583,3.0
street_level,Oeiras,38.72871,-9.23569,5.56483,0.0,0.00832,1000.73847,0.04361,0.0,2.35712,74.17348,-0.01066,30.39232,24.75064
above,Arouca,40.92952,-8.24879,36.42163,81.63375,0.00188,1003.20689,1.73757,0.21905,12.43623,48.2625,-9.10803,86.66283,24.17721
underground,Vila nova de Gaia,41.12809,-8.60694,27.19928,103.52272,0.08817,1003.05883,-0.67682,0.11055,-5.21445,19.55512,45.73426,113.72278,64.45097
street_level,Matosinhos,41.17499,-8.68685,13.6158,6.50544,0.0,1007.14343,-0.1131,0.01116,2.88965,47.72826,-0.37342,7.91729,33.22518
underground,Arouca,40.92931,-8.24639,48.13376,2.97488,0.08842,1003.09483,-0.40857,0.11479,-5.14019,49.18624,25.46041,0.0,111.54895
underground,Espinho,41.00588,-8.63895,46.06501,61.7212,0.14068,1001.70901,-0.50694,0.17325,-5.39361,29.84357,-26.81462,172.05833,108.40508
street_level,Porto,41.15736,-8.64336,8.8485,6.00491,0.0,1003.38036,0.179,0.0,-3.95003,28.90541,2.6133,0.0,48.5284
above,Arouca,40.93099,-8.24718,64.89328,80.60228,0.02311,1005.49514,1.22816,0.18144,7.4939,46.32748,1.37689,198.58116,64.02792
street_level,Maia,41.20384,-8.55856,10.87466,0.0,0.00592,1004.77805,0.44424,0.0,0.40859,43.85526,-1.71075,0.0,26.53457
underground,Maia,41.2028,-8.55946,32.95347,18.68213,0.34891,1003.23746,-0.63092,0.20672,-4.90173,20.92253,40.66512,0.0,37.67762
underground,Porto,41.17312,-8.59969,29.56757,92.10441,0.40808,1002.83621,-0.58512,0.25935,-4.77757,26.26301,12.77885,202.57856,107.79009
street_level,Maia,41.20232,-8.55952,12.2444,0.0,0.0,1003.12661,-0.40282,0.00247,1.07885,35.00915,-4.11353,7.34112,3.0
underground,Espinho,41.00747,-8.64313,17.30552,130.56695,0.20646,1005.98671,-0.55302,0.17888,-4.82723,18.45913,44.04234,22.50737,145.32859
above,Vila nova de Gaia,41.12785,-8.6135,34.28923,95.40691,0.00199,1002.63997,0.78352,0.22528,11.89869,18.71093,-2.15291,145.52149,34.27965
above,Matosinhos,41.1749,-8.68983,57.04342,85.73656,0.0,1006.92936,0.96448,0.10237,7.49936,56.33035,18.46701,284.12055,85.0603
underground,Arouca,40.92974,-8.24739,35.69398,101.7572,0.0,1003.84417,-0.29355,0.0,-4.55341,43.36061,-75.45,356.5158,3.0
street_level,Porto,41.15881,-8.64778,6.79829,12.11731,0.0,1003.11474,0.80071,0.0,3.50784,42.14557,0.60441,9.00401,51.652
street_level,Porto,41.17851,-8.60637,12.62788,0.0,0.0,1007.2533,0.35968,0.0,-1.48627,31.12338,-4.27539,1.60161,3.0
street_level,Maia,41.20306,-8.55904,14.49708,0.0,0.0,1009.13926,0.01919,0.00754,4.65486,40.07627,-1.16721,0.0,3.0
street_level,Maia,41.20391,-8.55894,21.57328,0.0,0.01865,1003.6983,0.25565,0.00018,-1.80867,8.86767,2.79515,4.23536,3.0
underground,Oeiras,38.68276,-9.32359,23.01247,66.5635,0.0552,1008.1435,-0.39859,0.07294,-3.60183,37.21692,-40.11588,469.14612,74.73678
above,Porto,41.15966,-8.63848,63.609,86.31023,0.0,1007.17993,1.22625,0.02074,6.45812,50.40516,-5.7149,235.54902,42.41077
above,Oeiras,38.72819,-9.23592,72.76255,87.60781,0.0,1006.06984,0.98804,0.05209,1.35046,47.91782,14.71281,249.26133,82.92531
street_level,Vila nova de Gaia,41.13449,-8.61035,9.28415,7.03332,0.02936,996.42715,0.27582,0.00706,2.0611,53.86009,-0.67174,15.71148,26.76699
underground,Matosinhos,41.17369,-8.68941,23.05227,78.5553,0.19861,1008.52472,-0.41209,0.01739,-4.69323,40.05345,-79.34829,460.68014,6.1969
underground,Oeiras,38.71431,-9.23337,51.82455,22.35006,0.0551,1004.25981,-0.68337,0.29187,-5.88956,29.65152,52.21719,116.57572,140.95819
street_level,Matosinhos,41.17513,-8.68943,11.35833,4.67682,0.0221,998.8779,0.25325,0.0,1.48391,47.05899,-5.14798,0.0,5.12611
street_level,Matosinhos,41.17605,-8.68126,12.74241,1.20516,0.04878,1003.83854,0.18922,0.02775,-0.22364,22.34373,3.4473,8.32083,3.0
above,Arouca,40.93013,-8.24553,41.38573,75.15721,0.0,1003.32023,0.58852,0.25253,11.55213,26.57044,-7.85028,98.16665,3.0
above,Maia,41.20375,-8.55876,60.09643,86.57433,0.0,1008.28815,0.5003,0.24047,8.07094,36.73928,1.86175,250.38878,102.37325
above,Espinho,41.00646,-8.6398,83.81526,85.45504,0.0,1006.79667,0.19014,0.13088,7.27487,62.68048,15.19788,223.56727,98.05091
street_level,Maia,41.20243,-8.55931,4.84447,0.0,0.0,994.0357,-0.17171,0.00956,-0.91862,58.34126,-2.31108,1.10355,48.79654
street_level,Maia,41.2041,-8.55858,12.8092,1.29023,0.02026,1007.51639,0.13759,0.00435,0.10472,25.90355,4.15661,39.15201,3.0
street_level,Vila nova de Gaia,41.12518,-8.6112,17.43276,2.80287,0.0174,1002.76921,0.06019,0.02305,-3.23922,21.77431,1.49303,0.0,3.0
underground,Oeiras,38.70407,-9.22782,42.71965,74.39694,0.04106,1006.2916,-0.48096,0.0,-2.66744,31.57127,-52.53496,431.79518,3.0
underground,Espinho,41.00732,-8.64321,11.51599,78.78474,0.19455,1005.55842,-0.33861,0.02084,-4.90765,48.55189,-44.17632,324.48112,46.91426
underground,Matosinhos,41.17232,-8.68096,34.30726,78.67683,0.45665,1004.51614,-0.58885,0.30357,-4.75007,22.70499,42.40086,120.28859,179.60479
street_level,Vila nova de Gaia,41.1157,-8.60689,14.60326,0.0,0.02491,999.46662,-0.04685,0.01685,-2.83104,13.39945,3.49935,16.70013,3.0
street_level,Vila nova de Gaia,41.13372,-8.60861,12.4285,0.0,0.02263,1005.19711,0.46197,0.0,2.82266,31.38907,-4.54081,0.0,3.0
above,Maia,41.20213,-8.55759,62.02188,73.981,0.0,1005.67564,0.8751,0.0,5.88329,52.81551,10.55137,199.19168,50.81631
street_level,Espinho,41.00817,-8.64374,6.32034,3.89398,0.02176,1003.82837,0.12756,0.0,1.66398,43.32107,-5.73872,7.33687,3.0
above,Arouca,40.93013,-8.24533,68.67899,88.60966,0.0,1006.10582,-0.00421,0.06103,5.15164,48.11304,19.46446,215.30752,142.68987
above,Vila nova de Gaia,41.11625,-8.60633,68.18912,89.37299,0.0,1004.39982,0.71387,0.17925,10.13056,35.07197,20.2351,288.50646,144.00784
underground,Vila nova de Gaia,41.12533,-8.61807,39.55944,48.73435,0.56133,1002.46105,-0.6495,0.0,-6.46637,41.70105,2.50852,25.38342,122.13603
above,Espinho,41.01192,-8.63715,44.94655,75.46739,0.0,1004.26959,0.94772,0.27235,13.46306,11.10734,-3.59092,183.25853,9.68048
street_level,Espinho,41.01035,-8.64234,15.26864,13.9361,0.0,1010.99834,0.02177,0.00895,0.14711,48.30955,-5.8678,0.0,14.51679
street_level,Matosinhos,41.16834,-8.68844,6.90044,8.01624,0.0,1008.92401,0.59089,0.0,4.28472,32.72595,-2.49991,0.0,64.68287
street_level,Maia,41.20183,-8.55745,2.9035,0.0,0.00973,1000.42608,-0.41688,0.0,-1.37403,51.12086,-4.30587,0.0,3.0
street_level,Arouca,40.92967,-8.24837,11.61796,5.35469,0.0,998.60844,-0.50336,0.0,-0.84316,25.08338,-1.05338,0.0,8.65519
underground,Maia,41.20336,-8.55915,43.44239,41.35893,0.36823,1001.15616,-0.68565,0.2154,-4.31832,32.63669,28.41757,112.3604,178.70598
street_level,Maia,41.20217,-8.5577,17.13323,6.13817,0.0,1007.00405,0.00677,0.01769,2.0035,24.95068,-4.37625,30.66566,3.0
street_level,Arouca,40.92919,-8.2464,9.75947,4.34072,0.0,1004.88956,-0.03886,0.0,2.88461,48.46666,0.87902,0.0,62.43858
street_level,Arouca,40.93146,-8.24348,17.07452,7.27858,0.00368,1006.27735,-0.19406,0.01384,3.38898,18.14371,0.51895,0.0,18.55758
street_level,Maia,41.20371,-8.55905,16.31484,1.50079,0.0,1009.66171,-0.0374,0.0,5.74286,21.89076,0.27997,0.0,7.99126
street_level,Arouca,40.92938,-8.24651,12.97977,2.8969,0.0,1005.358,-0.03856,0.0,0.50922,28.42917,-6.08818,14.07448,30.28154
underground,Vila nova de Gaia,41.13018,-8.60807,43.4717,66.1636,0.18115,1002.00385,-0.72554,0.14332,-5.70821,22.51645,-0.76673,280.63468,163.8434
street_level,Arouca,40.93188,-8.24336,5.53428,2.98027,0.033,1004.35407,-0.27875,0.0,1.78702,63.9883,1.7092,0.0,18.29161
street_level,Espinho,41.0072,-8.64227,4.85179,7.01864,0.02648,1005.5009,0.1696,0.01714,-0.73316,5.0,4.18523,13.25012,3.0
underground,Oeiras,38.70405,-9.22829,32.9808,74.4275,0.25847,1003.67694,-0.5842,0.23829,-4.89417,29.48473,0.76741,293.30996,131.05711
street_level,Vila nova de Gaia,41.12999,-8.61711,5.32532,1.19611,0.0,993.58502,0.00709,0.00998,-0.63405,63.75879,1.78476,19.29437,54.5544
above,Vila nova de Gaia,41.13125,-8.60683,36.23276,80.43073,0.0088,1003.05492,1.29521,0.30649,13.24084,30.82223,-24.3535,149.16104,21.157
underground,Espinho,41.01034,-8.63708,44.99164,32.85471,0.12591,1004.587,-0.54638,0.0,-4.84886,37.01378,11.41651,218.19395,110.2092
above,Vila nova de Gaia,41.12536,-8.60636,31.82884,80.86814,0.0,1003.35941,1.57635,0.38045,8.38131,31.84302,-14.2799,5.64434,109.45209
